"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","subjHap_1","subjHap_2","subjHap_3","subjHap_4","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","feedback","condition","age","passCheck","BZSH_5R","BZSH_6R","subjHap_4R","BZSH","PANASpos","PANASneg","subjHap","ideo","totalDonation","donated"
350,NA,NA,NA,NA,0,0,148.98,0,3,1,2,2,1,5,5,6,3,0,0,0,0,100,1,3,1,1,1,5,1,1,1,1,2,1,4,1,2,1,1,1,3,1,1,3,2,1,6,2,2,2,2000,"woman","","white","",3,14,"",2,20,1,3,2,2,2.57142857142857,1.18181818181818,2.1,2,2,0,0
351,38.812,38.812,160.644,1,NA,NA,NA,NA,2,1,5,5,3,5,4,4,6,0,0,0,0,100,2,1,1,1,1,3,1,1,1,1,1,5,3,1,1,1,5,1,2,1,2,5,4,3,5,5,5,5,1995,"man","","white","",4,5,"",1,25,1,4,4,3,4.57142857142857,2,1.4,3.75,5,0,0
352,NA,NA,NA,NA,0,0,151.315,0,3,1,1,2,4,5,6,6,3,0,0,0,100,0,3,3,2,2,3,1,3,1,2,1,2,2,1,3,3,2,4,3,2,3,3,5,4,3,5,2,1,4,1976,"woman","","white","",4,6,"",2,44,1,2,2,3,2.71428571428571,2.45454545454545,2.2,3.75,2.33333333333333,100,1
353,NA,NA,NA,NA,0,0,200.383,0,3,1,5,2,2,3,6,6,2,0,50,0,50,0,2,3,2,3,2,2,3,1,2,2,1,3,1,2,1,3,3,1,3,2,2,4,3,2,5,2,2,2,1947,"man","","white","",3,9,"",2,73,1,2,2,3,2.57142857142857,2.36363636363636,1.8,3,2,100,1
355,0,0,142.819,0,NA,NA,NA,NA,2,2,2,1,2,5,5,5,5,0,100,0,0,0,4,1,1,1,3,1,1,1,1,1,1,4,1,3,1,1,5,1,4,1,3,5,5,4,3,2,1,2,1956,"woman","","white","",5,11,"",1,64,1,3,3,5,3,2.72727272727273,1,4.75,1.66666666666667,100,1
356,21.754,142.408,152.885,10,NA,NA,NA,NA,2,2,1,2,6,7,6,5,5,2,1,1,1,95,2,2,3,2,4,2,2,1,4,4,2,3,2,3,2,4,5,2,4,2,4,5,4,4,5,5,3,5,1999,"man","","white","",2,12,"I would love to participate in any other studies provided :)!",1,21,1,2,3,3,3.71428571428571,3.63636363636364,1.9,4,4.33333333333333,5,1
357,0.64,151.919,152.5,36,NA,NA,NA,NA,2,2,5,7,2,6,5,3,6,0,0,0,0,100,5,2,4,2,4,1,1,1,4,5,1,5,2,4,1,4,5,1,2,2,5,7,7,6,5,2,2,2,1994,"man","","white","",3,4,"",1,26,1,3,5,3,4.85714285714286,4.27272727272727,1.4,5.75,2,0,0
358,NA,NA,NA,NA,0,0,172.377,0,3,1,1,1,1,3,7,7,1,25,25,25,25,0,4,1,2,1,4,1,1,1,2,2,1,5,1,4,1,3,5,1,3,1,4,6,5,5,2,5,2,6,1990,"woman","","white","",3,9,"",2,30,1,1,1,6,1.28571428571429,3.45454545454545,1,5.5,4.33333333333333,100,1
359,NA,NA,NA,NA,24.864,173.355,228.142,21,3,1,5,4,4,5,5,4,5,0,0,0,50,50,4,2,3,2,3,3,3,1,3,4,2,4,2,4,3,4,4,2,4,2,3,4,5,4,3,5,5,5,1955,"man","","white","",2,6,"None",2,65,1,3,4,5,4.28571428571429,3.63636363636364,2.2,4.5,5,50,1
361,0,0,175.936,0,NA,NA,NA,NA,2,1,6,6,3,6,3,3,6,0,0,0,40,60,3,1,3,1,1,1,1,1,1,1,1,3,1,3,1,4,4,1,1,1,3,4,4,4,5,3,2,3,1999,"woman","","white","",2,3,"",1,21,1,5,5,3,5.28571428571429,2.45454545454545,1,3.75,2.66666666666667,40,1
362,NA,NA,NA,NA,132.038,151.027,185.76,3,3,1,1,1,1,4,6,5,1,0,0,0,0,100,4,1,3,1,3,1,1,1,3,4,1,3,1,3,1,5,5,1,2,1,3,4,3,2,6,1,1,1,1974,"woman","","white","",3,10,"",2,46,1,2,3,2,1.85714285714286,3.45454545454545,1,2.75,1,0,0
363,NA,NA,NA,NA,51.377,53.017,164.928,3,3,1,2,3,2,4,6,5,2,0,50,10,40,0,3,1,2,1,2,1,1,1,2,2,1,2,1,3,2,3,2,2,2,1,3,4,3,3,4,3,1,3,2002,"woman","","white","",2,10,"",2,18,1,2,3,4,2.57142857142857,2.36363636363636,1.2,3.5,2.33333333333333,100,1
364,5.361,176.718,177.737,34,NA,NA,NA,NA,2,2,1,3,2,6,4,5,6,0,0,0,0,100,2,3,1,1,2,1,4,1,1,1,3,3,2,1,4,2,2,3,1,2,3,5,4,3,4,6,6,6,1987,"woman","","white","",2,8,"",1,33,1,4,3,4,3.57142857142857,1.72727272727273,2.4,4,6,0,0
365,NA,NA,NA,NA,0,0,155.975,0,3,1,1,1,1,5,6,7,2,0,0,0,100,0,4,1,3,1,4,1,1,1,3,5,1,5,1,4,1,4,5,1,5,1,5,7,4,7,1,5,4,4,1959,"woman","","white","",3,4,"",2,61,1,2,1,7,1.85714285714286,4.27272727272727,1,6.25,4.33333333333333,100,1
366,NA,NA,NA,NA,83.762,83.762,210.97,1,3,1,1,1,4,4,7,7,2,0,50,0,50,0,4,3,4,1,4,1,1,1,5,4,1,4,1,4,2,5,4,2,4,1,4,4,5,4,5,3,2,5,1991,"man","","white","",5,2,"n/a",2,29,1,1,1,3,2,4.18181818181818,1.4,4,3.33333333333333,100,1
367,14.76,254.781,258.857,12,NA,NA,NA,NA,2,1,2,2,2,6,6,6,5,20,20,20,20,20,3,1,2,2,3,1,3,2,3,4,3,2,1,2,3,2,4,1,2,2,3,4,2,3,5,4,3,4,1985,"woman","","white","",2,5,"",1,35,1,2,2,3,3,2.72727272727273,1.9,3,3.66666666666667,80,1
368,4.566,141.478,142.948,25,NA,NA,NA,NA,2,2,1,1,1,4,6,6,2,0,0,100,0,0,4,4,3,4,3,2,4,1,3,2,2,4,1,3,4,4,3,1,3,3,3,3,2,1,4,2,2,3,1972,"woman","","white","",4,11,"No Comments",1,48,1,2,2,4,1.85714285714286,3.18181818181818,2.6,2.5,2.33333333333333,100,1
369,0,0,204.618,0,NA,NA,NA,NA,2,1,1,1,1,5,5,3,4,0,0,0,0,100,4,1,2,1,3,1,1,1,3,3,1,2,1,2,2,2,3,1,1,1,3,7,5,4,1,1,1,1,1992,"woman","","white","",4,12,"",1,28,1,3,5,7,2.85714285714286,2.54545454545455,1.1,5.75,1,0,0
371,106.636,106.636,169.135,1,NA,NA,NA,NA,2,2,2,4,3,5,4,4,5,0,0,30,0,70,4,1,1,1,4,2,1,1,3,1,1,5,1,3,1,3,5,3,2,1,3,5,4,4,2,1,1,2,2001,"woman","","other","Half Asian half white",2,11,"Thank you!",1,19,1,4,4,6,3.85714285714286,3.09090909090909,1.3,4.75,1.33333333333333,30,1
372,139.436,139.436,144.351,1,NA,NA,NA,NA,2,1,1,1,4,7,4,4,4,0,0,0,0,100,3,2,2,1,3,1,1,1,1,3,2,4,1,2,1,3,4,1,2,1,3,5,5,4,1,6,6,6,1971,"woman","","white","",5,8,"",1,49,1,4,4,7,3.57142857142857,2.72727272727273,1.2,5.25,6,0,0
373,NA,NA,NA,NA,1.908,139.417,141.378,53,3,1,1,2,2,6,7,7,3,20,50,10,20,0,2,1,3,1,3,1,1,1,3,3,1,3,1,4,1,3,3,1,3,1,3,4,4,2,5,2,1,4,1975,"woman","","asian","",4,14,"",2,45,1,1,1,3,2.28571428571429,3,1,3.25,2.33333333333333,100,1
374,80.392,145.732,146.427,11,NA,NA,NA,NA,2,2,2,2,3,5,4,5,6,0,50,0,50,0,2,2,1,2,1,1,1,2,1,1,2,3,1,1,2,2,3,2,1,1,2,5,5,5,2,2,2,2,1996,"woman","","white","",4,8,"I finished reading the passage way before the arrow popped up. So much earlier that I started to wonder if it was broken. Maybe letting people know they have X minutes to read or allowing the next button to come up earlier would be better.",1,24,1,4,3,6,3.57142857142857,1.63636363636364,1.6,5.25,2,100,1
375,NA,NA,NA,NA,2.393,268.576,273.396,72,3,1,3,2,2,6,5,6,4,51,0,49,0,0,2,1,2,1,2,1,1,1,2,3,1,1,1,3,1,3,3,1,4,1,3,4,3,4,5,6,6,7,1997,"man","","latinx","",4,6,"",2,23,1,3,2,3,3.14285714285714,2.54545454545455,1,3.5,6.33333333333333,100,1
376,5.348,139.093,142.535,19,NA,NA,NA,NA,2,1,3,3,2,5,6,7,3,0,100,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,3,6,3,5,3,3,1979,"woman","","white","",4,5,"",1,41,1,2,1,5,2.71428571428571,1.27272727272727,1,4.5,3.66666666666667,100,1
377,0,0,154.471,0,NA,NA,NA,NA,2,1,2,5,4,6,6,6,6,0,5,0,5,90,4,2,5,1,2,1,1,1,4,2,1,3,1,4,2,2,4,1,4,1,4,6,5,5,4,2,2,2,2001,"woman","","other","biracial (black/asian)",2,5,"",1,19,1,2,2,4,3.85714285714286,3.45454545454545,1.2,5,2,10,1
378,0,0,141.458,0,NA,NA,NA,NA,2,2,2,2,2,5,4,3,4,0,0,0,0,100,2,1,1,1,3,1,1,1,3,3,1,3,1,2,1,4,3,1,2,1,4,6,6,6,2,4,3,5,1973,"woman","","black","",4,2,"",1,47,1,4,5,6,3.42857142857143,2.72727272727273,1,6,4,0,0
379,0,0,209.511,0,NA,NA,NA,NA,2,2,2,3,2,4,4,4,5,0,0,0,0,100,3,1,3,1,2,1,1,1,3,2,1,2,1,2,1,3,3,1,2,1,4,6,6,4,2,2,2,2,1992,"man","","white","",5,10,"",1,28,1,4,4,6,3.42857142857143,2.63636363636364,1,5.5,2,0,0
380,NA,NA,NA,NA,14.653,107.707,155.195,14,3,1,2,6,5,1,7,6,2,15,47,23,15,0,4,1,4,1,4,1,1,1,3,3,1,4,1,4,1,4,3,3,4,1,4,4,5,1,4,4,4,5,2002,"woman","","asian","",3,8,"",2,18,1,1,2,4,2.71428571428571,3.72727272727273,1.2,3.5,4.33333333333333,100,1
381,NA,NA,NA,NA,89.533,89.533,145.449,1,3,1,1,1,1,5,6,6,3,0,0,100,0,0,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,5,3,4,4,1,1,2,1991,"woman","","white","",4,5,"na",2,29,1,2,2,4,2.14285714285714,1.54545454545455,1.1,4,1.33333333333333,100,1
382,NA,NA,NA,NA,124.799,138.276,146.143,6,3,1,1,3,1,5,7,6,5,0,0,0,0,100,4,1,3,1,3,2,1,1,4,2,1,4,1,4,1,4,5,1,4,1,4,5,5,4,2,4,3,5,1988,"man","","asian","",5,4,"",2,32,1,1,2,6,2.57142857142857,3.72727272727273,1.1,5,4,0,0
384,NA,NA,NA,NA,0,0,151.379,0,3,1,1,2,1,6,6,6,2,49,0,0,51,0,3,2,1,1,3,1,2,1,3,2,1,3,2,2,1,3,4,1,3,2,3,5,4,4,4,3,2,5,1984,"man","","white","",4,8,"",2,36,1,2,2,4,2.28571428571429,2.72727272727273,1.4,4.25,3.33333333333333,100,1
385,NA,NA,NA,NA,1.549,184.552,187.44,65,3,1,2,2,5,6,5,7,7,1,50,5,20,24,4,2,4,1,4,1,1,1,5,5,2,5,1,4,1,4,5,1,4,2,4,5,5,3,5,6,6,6,1996,"man","","black","",4,14,"",2,24,1,3,1,3,3.71428571428571,4.36363636363636,1.3,4,6,76,1
386,17.142,92.916,213.3,83,NA,NA,NA,NA,2,1,1,2,1,6,5,6,4,0,0,0,0,100,3,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,3,1,2,1,3,6,4,5,2,3,3,3,1996,"man","","white","",4,10,"",1,24,1,3,2,6,2.71428571428571,2.18181818181818,1,5.25,3,0,0
387,3.385,118.253,154.728,32,NA,NA,NA,NA,2,2,5,5,2,6,2,3,5,0,0,0,0,100,3,1,3,1,4,1,1,1,3,3,1,4,1,3,1,4,4,1,4,1,4,6,5,5,3,5,4,5,1961,"man","","white","",4,10,"",1,59,1,6,5,5,4.85714285714286,3.54545454545455,1,5.25,4.66666666666667,0,0
388,NA,NA,NA,NA,18.587,150.694,151.837,6,3,1,3,2,3,5,6,5,3,0,0,0,0,100,2,3,3,1,2,2,1,1,2,1,1,3,1,1,1,1,3,3,2,3,3,2,2,2,5,2,2,3,1989,"woman","","white","",4,11,"You went from Jeff Evans to Jeff Flake in your reading to question. It threw me for a minute.",2,31,1,2,3,3,3,2.09090909090909,1.7,2.25,2.33333333333333,0,0
390,4.33,173.938,191.364,64,NA,NA,NA,NA,2,2,4,3,1,5,3,4,5,25,25,25,25,0,2,4,1,2,3,1,1,1,2,2,2,2,2,2,1,4,2,1,1,2,1,3,3,3,5,4,7,3,1990,"man","","white","",5,12,"",1,30,1,5,4,3,3.85714285714286,2,1.7,3,4.66666666666667,100,1
391,NA,NA,NA,NA,5.712,131.816,143.026,2,3,1,1,1,1,1,7,7,1,25,25,25,25,0,4,1,4,1,4,1,1,1,3,4,1,4,1,4,1,5,4,1,4,1,4,6,7,6,3,1,1,1,1977,"woman","","white","",5,5,"",2,43,1,1,1,5,1,4,1,6,1,100,1
392,1.23,100.234,165.395,76,NA,NA,NA,NA,2,2,2,2,2,5,5,5,5,33,34,33,0,0,3,4,1,2,2,1,4,1,1,1,3,2,1,2,4,2,2,4,1,4,2,4,2,2,4,1,1,1,1994,"woman","","white","",4,4,"",1,26,1,3,3,4,3.14285714285714,1.72727272727273,2.8,3,1,100,1
393,NA,NA,NA,NA,47.125,83.798,153.356,4,3,1,5,4,3,4,2,4,3,28,24,22,7,19,3,3,3,4,3,4,3,3,4,3,1,3,3,3,4,4,2,2,3,4,4,5,5,4,5,4,4,4,1977,"man","","latinx","",4,9,"",2,43,1,6,4,3,4.14285714285714,3.18181818181818,3.1,4.25,4,81,1
395,6.161,129.754,141.726,15,NA,NA,NA,NA,2,1,2,1,4,5,6,6,6,20,60,10,10,0,4,1,4,1,4,1,1,1,4,4,1,4,1,4,2,3,4,2,3,1,3,5,6,5,3,3,3,4,1992,"man","","asian","",4,9,"",1,28,1,2,2,5,3.14285714285714,3.72727272727273,1.2,5.25,3.33333333333333,100,1
396,NA,NA,NA,NA,110.436,178.49,179.076,4,3,1,3,4,4,6,6,6,5,0,0,0,0,100,3,3,1,1,3,1,1,3,2,1,2,3,1,1,4,3,5,1,1,1,1,2,3,3,3,4,4,4,1995,"woman","","asian","",4,5,"",2,25,1,2,2,5,3.71428571428571,2.18181818181818,1.8,3.25,4,0,0
397,0,0,173.726,0,NA,NA,NA,NA,2,1,1,2,2,4,5,5,3,0,100,0,0,0,3,1,2,1,3,1,1,1,2,2,1,4,1,3,1,3,3,2,4,1,3,5,4,5,2,2,2,3,1975,"man","","white","",5,14,"",1,45,1,3,3,6,2.57142857142857,2.90909090909091,1.1,5,2.33333333333333,100,1
398,0,0,206.295,0,NA,NA,NA,NA,2,2,5,4,2,6,4,4,4,20,20,20,20,20,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,3,1,3,1,2,3,4,4,6,2,2,2,1998,"woman","","latinx","",2,3,"",1,22,1,4,4,2,4.14285714285714,2,1,3.25,2,80,1
399,NA,NA,NA,NA,7.881,61.384,160.484,3,3,1,1,2,2,5,6,6,2,50,0,0,0,50,2,1,2,1,3,1,1,1,2,3,1,1,1,2,1,2,3,1,2,1,3,5,3,4,4,4,4,4,1990,"man","","white","",3,11,"",2,30,1,2,2,4,2.28571428571429,2.27272727272727,1,4,4,50,1
400,0,0,162.589,0,NA,NA,NA,NA,2,2,4,4,3,7,5,4,5,50,0,0,0,50,3,1,1,1,2,2,1,1,2,2,2,4,1,2,1,3,4,2,2,1,2,3,3,3,5,2,2,3,1987,"woman","","asian","",4,6,"I didn't have any technical issues while doing the survey. ",1,33,1,3,4,3,4.28571428571429,2.45454545454545,1.3,3,2.33333333333333,50,1
401,NA,NA,NA,NA,0,0,357.549,0,3,1,1,5,7,5,7,3,1,0,0,0,0,100,2,1,2,1,2,1,1,1,2,1,1,3,2,1,1,3,3,1,3,1,3,4,3,4,3,2,1,3,1986,"woman","","white","",3,7,"",2,34,1,1,5,5,3.57142857142857,2.27272727272727,1.1,4,2,0,0
402,NA,NA,NA,NA,60.548,426.146,429.935,12,3,1,2,2,6,6,5,6,3,0,0,0,0,100,4,1,4,1,2,1,1,1,1,1,1,3,1,1,1,4,4,3,4,1,2,5,4,4,3,3,1,3,1993,"woman","","white","",3,5,"",2,27,1,3,2,5,3.42857142857143,2.72727272727273,1.2,4.5,2.33333333333333,0,0
403,112.215,112.215,142.534,1,NA,NA,NA,NA,2,2,2,4,2,5,6,5,5,0,0,0,0,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,6,1,1,1,1996,"woman","","asian","",4,7,"",1,24,1,2,3,2,3.28571428571429,1.27272727272727,1,2.25,1,0,0
404,72.055,241.409,242.227,12,NA,NA,NA,NA,2,1,2,6,3,7,5,5,7,10,25,0,15,50,3,1,2,1,2,1,1,1,3,3,1,2,1,2,1,5,3,1,2,1,3,5,5,5,3,4,3,3,2002,"man","","black","",3,8,"None at the moment.",1,18,1,3,3,5,4.42857142857143,2.72727272727273,1,5,3.33333333333333,50,1
405,19.227,221.302,221.787,34,NA,NA,NA,NA,2,2,4,3,2,5,3,3,5,0,0,0,0,100,3,3,1,1,3,1,1,1,4,2,1,1,1,3,1,2,1,1,4,1,3,5,4,4,3,3,2,4,1994,"man","","latinx","",4,2,"No",1,26,1,5,5,5,4.14285714285714,2.45454545454545,1.2,4.5,3,0,0
406,NA,NA,NA,NA,3.946,97.922,146.951,51,3,1,2,3,6,6,6,6,5,0,3,0,7,90,2,5,1,3,2,4,4,1,1,1,2,3,4,2,4,2,2,2,1,4,2,2,2,2,6,4,4,4,1998,"woman","","asian","",4,2,"",2,22,1,2,2,2,3.71428571428571,1.72727272727273,3.3,2,4,10,1
407,3.278,136.597,147.5,48,NA,NA,NA,NA,2,2,3,2,3,6,3,3,6,0,20,0,30,50,2,1,2,1,2,1,1,1,1,1,2,3,1,1,2,2,3,2,1,1,2,5,6,6,3,2,1,2,1998,"woman","","white","",5,14,"",1,22,1,5,5,5,4.28571428571429,1.81818181818182,1.3,5.5,1.66666666666667,50,1
409,105.837,134.33,144.194,6,NA,NA,NA,NA,2,4,1,2,1,4,5,5,6,26,22,11,41,0,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,2,1,3,4,3,1,6,4,4,4,1999,"man","","black","",3,4,"",1,21,1,3,3,2,2.85714285714286,2.09090909090909,1,2.5,4,100,1
410,2.349,134.307,142.778,49,NA,NA,NA,NA,2,2,4,4,2,5,3,3,6,0,0,0,100,0,4,1,2,1,2,1,1,1,2,2,1,4,1,2,1,2,4,1,2,1,2,5,5,4,2,4,3,5,1956,"woman","","white","",4,10,"",1,64,1,5,5,6,4.42857142857143,2.54545454545455,1,5,4,100,1
411,21.016,21.016,206.751,1,NA,NA,NA,NA,2,2,1,2,2,5,6,7,5,0,0,0,100,0,4,1,2,1,2,2,1,1,1,1,1,3,2,2,2,4,4,1,1,1,3,4,4,2,5,2,2,3,1997,"woman","","white","",4,11,"",1,23,1,2,1,3,2.57142857142857,2.45454545454545,1.3,3.25,2.33333333333333,100,1
412,138.704,138.704,142.097,1,NA,NA,NA,NA,2,1,5,2,2,6,5,5,5,20,20,20,20,20,2,1,2,2,1,1,3,2,2,2,1,2,2,1,2,2,3,2,1,3,3,4,4,3,4,2,2,2,1981,"man","","white","",3,1,"",1,39,1,3,3,4,3.71428571428571,1.90909090909091,1.9,3.75,2,80,1
413,NA,NA,NA,NA,1.022,164.53,168.801,31,3,1,1,2,1,4,6,6,2,0,50,0,50,0,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,2,3,1,1,1,3,5,4,4,2,2,2,2,1999,"woman","","white","",3,14,"",2,21,1,2,2,6,2,1.90909090909091,1.1,4.75,2,100,1
414,4.916,122.148,142.206,8,NA,NA,NA,NA,2,1,6,4,1,6,4,5,5,0,50,0,50,0,2,2,3,3,4,3,2,1,2,2,1,2,1,2,5,3,3,3,3,2,3,4,5,4,5,2,2,2,1995,"woman","","black","",3,6,"",1,25,1,4,3,3,4.14285714285714,2.63636363636364,2.3,4,2,100,1
415,NA,NA,NA,NA,60.459,120.251,147.294,11,3,1,6,2,5,6,5,5,5,0,0,0,45,55,4,2,4,1,3,2,1,1,3,3,1,4,2,3,2,2,4,4,2,1,4,5,4,4,3,1,1,1,1993,"man","","white","",1,5,"",2,27,1,3,3,5,4.28571428571429,3.27272727272727,1.7,4.5,1,45,1
416,0,0,155.259,0,NA,NA,NA,NA,2,2,1,4,2,6,6,6,6,100,0,0,0,0,4,1,3,1,4,1,1,1,3,4,1,4,1,4,1,3,4,1,3,1,4,6,6,6,1,2,2,3,1974,"woman","","white","",5,13,"",1,46,1,2,2,7,3.28571428571429,3.63636363636364,1,6.25,2.33333333333333,100,1
417,24.147,168.754,169.98,20,NA,NA,NA,NA,2,1,3,2,3,5,5,4,5,0,50,0,0,50,2,3,2,1,2,1,2,1,2,1,3,3,1,2,3,3,1,1,1,2,2,3,3,2,5,6,6,6,1978,"woman","","white","",4,6,"",1,42,1,3,4,3,3.57142857142857,1.90909090909091,1.8,2.75,6,50,1
418,144.18,144.18,144.825,1,NA,NA,NA,NA,2,2,1,3,1,3,7,7,3,0,0,0,0,100,4,2,3,1,3,1,1,1,3,4,1,3,1,3,3,4,4,1,3,1,4,5,4,4,5,1,1,1,2000,"woman","","asian","",3,4,"",1,20,1,1,1,3,1.85714285714286,3.45454545454545,1.3,4,1,0,0
420,4.784,80.362,149.239,42,NA,NA,NA,NA,2,1,3,3,6,6,3,3,6,0,0,0,100,0,3,1,1,1,3,1,1,1,2,1,1,2,1,1,1,3,3,1,2,1,1,5,4,3,3,2,2,4,1997,"woman","",NA,"",4,4,"",1,23,1,5,5,5,4.85714285714286,2,1,4.25,2.66666666666667,100,1
422,0,0,155.155,0,NA,NA,NA,NA,2,2,5,3,2,6,3,2,6,0,0,0,25,75,1,2,2,3,2,3,1,1,1,2,2,2,2,2,3,2,4,1,1,3,2,5,5,3,4,3,3,3,1997,"man","","asian","",4,11,"",1,23,1,5,6,4,4.71428571428571,1.90909090909091,2.1,4.25,3,25,1
423,103.677,103.677,142.781,1,NA,NA,NA,NA,2,2,1,5,2,7,3,2,7,0,0,0,0,100,2,2,1,2,2,1,2,1,2,1,2,3,1,2,2,2,3,2,1,2,2,4,4,4,2,4,4,4,1977,"man","","white","",4,2,"",1,43,1,5,6,6,4.71428571428571,1.90909090909091,1.7,4.5,4,0,0
424,3.109,110.678,155.693,54,NA,NA,NA,NA,2,1,1,4,2,6,5,5,6,0,50,0,0,50,2,2,3,2,3,1,1,1,2,3,2,3,1,1,2,2,4,1,2,2,3,6,6,6,1,4,4,4,1990,"man","","white","",3,2,"The second question about the study was a little vague. It seemed from the passage that jeff was happy short term but not long term from helping people.",1,30,1,3,3,7,3.57142857142857,2.54545454545455,1.5,6.25,4,50,1
425,NA,NA,NA,NA,1.516,196.143,197.858,19,3,1,1,1,2,3,7,6,1,0,50,0,50,0,3,1,1,1,2,1,1,1,3,3,1,2,1,2,1,3,4,1,2,1,3,5,5,4,2,1,1,1,1995,"man","","white","",3,12,"",2,25,1,1,2,6,1.57142857142857,2.54545454545455,1,5,1,100,1
426,0.944,131.188,143.201,24,NA,NA,NA,NA,2,1,6,3,2,5,5,5,6,19,27,15,8,31,2,3,1,2,3,4,1,2,2,1,5,2,4,2,3,3,2,1,1,1,2,1,1,3,3,2,2,2,1991,"woman","","white","",3,4,"",1,29,1,3,3,5,4,1.90909090909091,2.6,2.5,2,69,1
427,NA,NA,NA,NA,146.414,155.151,157.274,2,3,1,2,2,2,4,6,6,3,0,0,0,100,0,4,1,3,1,4,1,1,1,5,3,1,4,1,5,1,4,5,1,5,1,4,5,5,4,2,4,3,5,1986,"man","","white","",5,11,"",2,34,1,2,2,6,2.42857142857143,4.18181818181818,1,5,4,100,1
428,1.3,214.572,216.528,22,NA,NA,NA,NA,2,2,1,2,2,5,6,6,2,0,100,0,0,0,2,1,1,1,4,1,1,1,2,1,1,4,1,2,1,1,3,1,2,1,4,6,6,4,2,2,2,2,1987,"woman","","white","",4,11,"",1,33,1,2,2,6,2.28571428571429,2.36363636363636,1,5.5,2,100,1
429,88.484,134.791,142.052,3,NA,NA,NA,NA,2,2,3,4,2,6,2,2,6,0,0,0,0,100,2,1,1,2,1,2,1,1,2,1,1,4,2,1,1,2,4,1,3,1,1,4,4,4,3,4,3,5,1987,"man","","asian","",5,1,"",1,33,1,6,6,5,4.71428571428571,2,1.3,4.25,4,0,0
431,NA,NA,NA,NA,0,0,148.31,0,3,1,1,1,4,5,7,7,3,0,50,0,50,0,3,1,3,1,4,3,1,1,3,3,1,3,2,5,2,4,3,2,3,1,4,4,2,3,5,1,1,1,1995,"man","","white","",3,2,"Good survey",2,25,1,1,1,3,2.28571428571429,3.45454545454545,1.5,3,1,100,1
432,NA,NA,NA,NA,18.446,205.792,206.263,7,3,1,2,3,4,4,4,4,3,39,0,0,61,0,4,3,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,4,4,5,4,5,4,5,4,4,5,5,1999,"man","","asian","",3,5,"",2,21,1,4,4,4,3.42857142857143,4.45454545454545,4.5,4.5,4.66666666666667,100,1
433,17.37,141.525,141.994,33,NA,NA,NA,NA,2,1,5,2,2,5,4,5,5,0,50,0,50,0,3,1,3,1,4,1,1,1,3,3,1,2,1,4,2,4,3,2,3,1,3,4,4,3,3,2,2,2,1997,"woman","","white","",4,2,"",1,23,1,4,3,5,3.71428571428571,3.18181818181818,1.2,4,2,100,1
434,0,0,427.712,0,NA,NA,NA,NA,2,1,1,2,1,7,3,2,7,25,25,25,25,0,1,5,1,5,1,1,3,5,1,1,5,5,1,1,5,5,5,5,3,3,1,4,4,1,4,1,1,1,1994,"other","Nonbinary","white","",4,4,"I am currently very stressed about extra charges my landlord is trying to add to my rent, which I will be contesting. I also suffer from depression and have been going through a depressive episode lately. These things likely affected my answers during this survey, and should be taken into account.",1,26,1,5,6,4,4.14285714285714,2.27272727272727,3.8,3.25,1,100,1
435,NA,NA,NA,NA,124.575,140.065,141.666,4,3,1,1,1,1,2,7,7,1,10,10,10,20,50,5,1,5,1,1,1,1,1,5,5,1,1,1,5,1,5,5,1,3,1,5,7,4,6,2,2,2,5,2000,"woman","","latinx","",3,11,"",2,20,1,1,1,6,1.14285714285714,4.09090909090909,1,5.75,3,50,1
436,26.548,97.911,154.352,4,NA,NA,NA,NA,2,2,1,1,3,7,7,7,1,25,25,0,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,1,4,1992,"man","","latinx","",3,7,"",1,28,1,1,1,4,2.14285714285714,1.09090909090909,1,4,3,50,1
