"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
83,0,0,122.403,0,NA,NA,NA,NA,2,2,2,2,2,5,5,3,5,0,0,0,100,0,2,1,2,1,2,1,1,1,3,2,1,2,1,2,1,2,3,1,1,1,2,2,1,1,1996,"man","","white","",2,4,"doesnt hurt me to do so","","",1,25,1,1,3,5,3.42857142857143,2.09090909090909,1,1.33333333333333,100,1
84,16.03,114.03,114.979,190,NA,NA,NA,NA,2,1,3,3,2,5,5,5,6,40,0,0,0,60,3,1,1,1,3,1,1,1,2,2,1,4,1,1,1,1,4,2,2,1,2,3,3,5,1992,"man","","white","",4,2,"I liked the foundations","","",1,29,1,0,3,3,3.57142857142857,2.27272727272727,1.1,3.66666666666667,40,1
85,NA,NA,NA,NA,0,0,125.398,0,3,1,5,6,6,4,3,5,5,0,0,0,0,100,3,1,3,1,2,1,1,1,2,1,1,4,1,2,1,2,3,2,1,1,2,5,6,7,2002,"man","","white","",1,4,"","I know that I am in a position to use it better than a possible charity, where that 1$ would flow through multiple layers until it was a fraction of its former value.","",2,19,1,1,5,3,4.85714285714286,2.27272727272727,1.1,6,0,0
86,0,0,183.306,0,NA,NA,NA,NA,2,1,1,4,1,5,4,4,4,0,0,0,0,100,5,1,1,1,2,1,1,1,1,1,1,5,1,1,1,4,5,1,4,1,2,1,1,1,1969,"woman","","white","",2,8,"","because I am not working right now and could use the money","",1,52,1,0,4,4,3.28571428571429,2.81818181818182,1,1,0,0
87,NA,NA,NA,NA,0,0,175.49,0,3,1,4,4,3,5,6,6,4,25,25,25,25,0,2,1,2,1,2,1,1,1,2,3,1,3,1,2,1,1,3,1,2,1,3,3,3,3,1985,"man","","white","",5,10,"Someone else needs it more than me.","","",2,36,1,1,2,2,3.42857142857143,2.27272727272727,1,3,100,1
88,98.049,98.049,104.376,1,NA,NA,NA,NA,2,2,4,5,6,5,3,4,5,0,0,0,0,100,4,4,4,3,4,1,3,1,3,3,1,4,1,3,3,4,3,1,4,4,5,1,1,1,1993,"man","","white","",4,8,"","cause i am not doing surveys to give away money","",1,28,1,1,5,4,4.85714285714286,3.72727272727273,2.2,1,0,0
89,0,0,121.086,0,NA,NA,NA,NA,2,2,2,2,2,5,5,4,2,20,20,20,20,20,3,2,2,3,2,1,2,2,2,1,3,3,1,2,3,3,3,3,2,2,2,2,2,4,1992,"man","","white","",5,2,"Pittances matter more to people who need help. Small contributions from many people are probably most socially responsible.","","",1,29,1,1,3,4,2.85714285714286,2.27272727272727,2.2,2.66666666666667,80,1
90,33.365,137.173,138.917,9,NA,NA,NA,NA,2,1,6,6,5,5,6,6,5,36,29,19,7,9,4,3,3,3,3,4,4,5,4,4,4,4,4,5,4,4,4,3,4,3,5,6,6,6,1988,"woman","","white","",4,8,"Felt like doing so","","",1,33,1,0,2,2,4.42857142857143,4,3.7,6,91,1
91,NA,NA,NA,NA,63.171,63.171,114.917,1,3,1,2,1,2,3,6,6,2,10,50,10,30,0,2,1,1,1,2,2,1,1,2,1,1,2,1,3,2,2,2,2,2,1,3,2,2,2,1982,"woman","","white","",5,11,"It was found money and those charities could use it more","","n/a",2,39,1,1,2,2,2,2,1.3,2,100,1
92,NA,NA,NA,NA,4.446,102.307,103.998,22,3,1,2,1,2,2,3,6,3,0,25,25,0,50,4,3,3,1,3,1,2,1,4,3,1,3,2,3,2,4,5,2,4,1,3,2,1,2,1970,"man","","white","",2,8,"I supported two of the causes ","","",2,51,1,1,5,2,2.42857142857143,3.54545454545455,1.6,1.66666666666667,50,1
93,NA,NA,NA,NA,125.232,161.231,169.179,8,3,1,1,1,1,1,6,6,6,20,20,20,20,20,4,1,4,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1,3,2,2,2,1988,"man","","latinx","",5,14,"I wanted to help others out and I didn't want to take everything for myself.","","",2,33,1,1,2,2,2,3.36363636363636,1,2,80,1
94,NA,NA,NA,NA,89.378,89.378,106.101,1,3,1,1,2,1,6,7,7,2,25,25,25,25,0,4,1,4,1,4,1,1,1,4,4,1,5,1,5,1,1,4,1,3,1,5,2,2,3,1985,"woman","","black","",4,9,"because I believe in helping others","","",2,36,1,1,1,1,2,3.90909090909091,1,2.33333333333333,100,1
95,NA,NA,NA,NA,35.013,399.715,469.636,8,3,1,2,2,3,5,5,5,4,0,40,0,60,0,3,2,1,1,1,2,1,1,2,2,1,2,1,3,2,2,2,1,1,1,2,3,3,3,1993,"woman","","white","",3,6,"Because I like to help whenever given the opportunity to do so. ","","",2,28,1,1,3,3,3.14285714285714,1.90909090909091,1.3,3,100,1
96,NA,NA,NA,NA,3.478,67.263,136.36,4,3,1,2,1,1,3,6,7,2,25,25,25,25,0,5,1,3,1,4,1,1,1,4,2,1,4,1,4,1,4,5,2,5,1,4,2,2,2,1981,"woman","","white","",4,7,"It was the right thing to do and the charities will make better use of it than me!","","",2,40,1,1,2,1,1.71428571428571,4,1.1,2,100,1
98,0,0,102.695,0,NA,NA,NA,NA,2,2,1,1,1,6,6,4,4,0,37,38,25,0,3,1,1,1,2,2,2,1,2,3,2,3,2,2,2,3,3,2,2,2,3,2,2,2,1970,"woman","","white","",4,8,"I'd already decided that it was worth doing the survey for the original amount of money, so I didn't need the extra. Yesterday I listened to a sermon at my church that focused on the needs of the homeless community and it made me want to find some way of helping others.","","I was confused about the bonus--there did not seem to be (or I could not figure it out) a way to keep any part for myself. The page would not advance until I'd chose to donate the entire dollar. I'm not complaining (it was't my dollar to start with!) but wondering if this affects the results of the survey.",1,51,1,1,2,4,2.71428571428571,2.45454545454545,1.7,2,100,1
99,NA,NA,NA,NA,0,0,101.728,0,3,1,2,2,2,6,6,6,4,0,50,50,0,0,3,3,3,2,2,4,2,1,3,2,2,3,4,2,3,3,3,2,2,3,3,1,1,1,1997,"man","","white","",4,2,"why not? it's only a dollar for me, but could go a long way for someone else","","",2,24,1,1,2,2,2.85714285714286,2.63636363636364,2.6,1,100,1
100,NA,NA,NA,NA,99.503,99.503,103.88,1,3,1,1,1,1,4,5,5,3,0,50,0,50,0,3,1,3,1,4,1,1,1,3,4,1,4,1,2,1,3,4,1,3,1,3,1,1,1,1991,"woman","","white","",4,5,"I didn't expect it going in, I don't need it, and it was easy to donate it.","","",2,30,1,1,3,3,2.28571428571429,3.27272727272727,1,1,100,1
102,0,0,739.924,0,NA,NA,NA,NA,2,2,1,3,1,4,5,5,3,25,25,0,25,25,2,2,2,3,1,5,4,3,2,1,3,3,5,1,3,3,4,3,1,4,2,2,2,2,1992,"woman","","white","",5,7,"I have quite a high standard of living and think it is important to help others when I can","","",1,29,1,1,3,3,2.57142857142857,2,3.5,2,75,1
103,21.169,116.314,116.653,4,NA,NA,NA,NA,2,2,4,4,4,3,4,4,4,0,0,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,1995,"man","","asian","",3,2,"","I am in a need for money","",1,26,1,1,4,4,3.85714285714286,1,1.3,2,0,0
104,23.916,31.099,104.884,4,NA,NA,NA,NA,2,2,2,2,2,6,5,3,6,0,75,0,0,25,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,3,4,1,1,1,3,2,2,2,1995,"man","","asian","",4,4,"It felt like the right thing to do, besides It was a bonus.","","",1,26,1,1,3,5,3.71428571428571,2.18181818181818,1,2,75,1
105,36.068,36.923,114.889,2,NA,NA,NA,NA,2,1,7,6,4,5,4,4,6,100,0,0,0,0,5,1,1,1,5,1,1,1,4,5,1,1,1,5,1,5,5,1,5,1,5,4,4,4,2001,"man","","white","",2,5,"Because some people need it more than me","","",1,20,1,0,4,4,5.14285714285714,4.18181818181818,1,4,100,1
106,NA,NA,NA,NA,3.052,117.873,134.677,14,3,1,2,1,2,5,7,7,2,0,0,0,0,100,3,2,2,3,3,2,2,2,2,2,3,3,1,2,3,2,3,3,2,2,3,1,1,1,1991,"man","","white","",5,12,"","I can donate separately how I see fit","Thanks for the opportunity ",2,30,1,1,1,1,2,2.45454545454545,2.3,1,0,0
109,NA,NA,NA,NA,11.792,84.032,106.949,9,3,1,1,1,3,7,6,7,3,0,0,0,0,100,5,1,5,1,2,1,1,1,5,1,1,1,1,5,1,4,5,1,4,1,5,1,1,1,1992,"man","","latinx","",4,1,"","I need money","",2,29,1,1,2,1,2.57142857142857,3.81818181818182,1,1,0,0
110,71.538,71.538,117.686,1,NA,NA,NA,NA,2,1,3,2,3,4,5,5,5,20,20,20,20,20,3,1,2,1,3,1,1,1,3,3,1,4,1,3,1,4,4,1,2,1,4,3,3,3,1980,"woman","","white","",4,12,"It is always worthwhile to give when you can to charity.","","",1,41,1,0,3,3,3.28571428571429,3.18181818181818,1,3,80,1
112,0,0,185.86,0,NA,NA,NA,NA,2,2,3,3,4,5,3,5,5,0,0,0,0,100,1,1,5,1,2,1,1,3,5,2,4,5,1,2,1,5,5,4,2,2,4,5,5,6,1996,"woman","","white","",5,6,"","I am working on building my savings","",1,25,1,1,5,3,4,3.45454545454545,1.9,5.33333333333333,0,0
113,88.238,88.238,157.073,1,NA,NA,NA,NA,2,2,5,4,4,5,4,5,6,0,100,0,0,0,3,1,1,1,3,1,1,1,3,2,1,3,1,2,1,1,3,1,3,1,3,3,2,2,1971,"woman","","white","",4,1,"Sometimes I like to help others.","","",1,50,1,1,4,3,4.42857142857143,2.45454545454545,1,2.33333333333333,100,1
114,NA,NA,NA,NA,15.247,301.546,320.267,9,3,1,2,4,2,5,5,6,3,5,15,10,15,55,3,2,2,1,4,2,1,1,2,4,1,4,2,4,3,5,4,3,2,1,3,3,4,2,1975,"woman","","other","mixed",5,3," support for those in need","","",2,46,1,1,3,2,3,3.36363636363636,1.7,3,45,1
115,NA,NA,NA,NA,0,0,137.887,0,3,1,2,1,1,6,7,6,3,0,0,100,0,0,4,1,2,1,3,1,1,1,1,3,1,4,1,3,1,2,3,1,2,1,3,2,2,2,1976,"woman","","white","",4,6,"It's money I never really had","","",2,45,1,1,1,2,2.28571428571429,2.72727272727273,1,2,100,1
116,136.296,136.904,146.274,2,NA,NA,NA,NA,2,2,7,1,1,6,5,4,5,0,0,0,50,50,4,2,2,1,3,2,1,1,4,3,1,4,1,4,3,4,4,1,4,1,3,1,1,1,1993,"other","Genderfluid (assigned F)","white","",5,3,"Because I'd feel really selfish keeping the entire bonus to myself. ","","Thank you!",1,28,1,1,3,4,3.85714285714286,3.54545454545455,1.4,1,50,1
117,0,0,299.122,0,NA,NA,NA,NA,2,2,1,5,1,6,6,7,7,0,0,0,0,100,4,1,2,1,3,1,1,1,2,2,1,5,1,3,1,3,5,1,5,1,4,6,6,6,1970,"woman","","white","",4,3,"","Because I need it.","",1,51,1,1,2,1,3.28571428571429,3.45454545454545,1,6,0,0
118,NA,NA,NA,NA,0,0,169.232,0,3,1,2,2,4,2,6,5,3,21,35,22,22,0,4,1,2,1,3,1,1,1,3,3,1,3,1,3,1,4,4,1,3,1,3,5,5,5,1979,"woman","","white","",4,10,"Because I don't need the bonus, but others may be able to benefit from the help.","","",2,42,1,1,2,3,2.57142857142857,3.18181818181818,1,5,100,1
119,0,0,113.438,0,NA,NA,NA,NA,2,1,6,2,1,6,5,7,6,0,50,0,0,50,3,1,3,1,2,1,1,1,3,4,1,2,1,4,1,3,3,2,1,1,3,4,4,4,1985,"woman","","white","",3,4,"Because alot of homeless are veterans.","","",1,36,1,0,3,1,3.57142857142857,2.81818181818182,1.1,4,50,1
120,NA,NA,NA,NA,0,0,125.365,0,3,1,2,2,2,5,6,6,3,0,100,0,0,0,4,1,2,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,3,1,4,2,2,1,1978,"man","","white","",3,9,"Because the greatest tragedy currently facing Americans is homlessness. ","","Great survey, thanks for the opportunity. ",2,43,1,1,2,2,2.57142857142857,3.72727272727273,1,1.66666666666667,100,1
121,NA,NA,NA,NA,7.303,29.746,172.371,16,3,1,2,1,2,5,6,6,1,20,0,0,10,70,4,1,2,1,3,1,1,1,1,2,1,4,1,2,1,3,3,1,3,1,3,6,7,5,1974,"man","","white","",5,12,"Two of the charities are causes that I am particularly connected to, so I felt it was right to contribute to those options.","","",2,47,1,1,2,2,2.14285714285714,2.72727272727273,1,6,30,1
122,7.833,28.985,101.542,3,NA,NA,NA,NA,2,2,4,5,5,6,5,4,6,0,0,0,75,25,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,1,2,1,1,1,1999,"man","","other","native american",3,5,"cause it helped people ","","",1,22,1,1,3,4,4.71428571428571,1.63636363636364,1,1,75,1
123,NA,NA,NA,NA,40.081,87.844,101.401,15,3,1,2,3,2,3,6,5,3,20,11,8,0,61,3,1,1,1,1,1,1,1,2,2,1,3,1,2,1,3,3,1,2,1,2,2,1,4,1986,"woman","","white","",4,9,"I thought it would be helpful if we all chipped in a little bit. ","","",2,35,1,1,2,3,2.57142857142857,2.18181818181818,1,2.33333333333333,39,1
124,NA,NA,NA,NA,18.845,242.192,266.5,4,3,1,1,1,1,5,4,4,2,0,0,0,0,100,3,1,1,1,4,1,1,1,1,3,1,1,1,1,1,3,5,1,3,1,5,2,1,3,1972,"man","","white","",4,12,"","So if I decide to donate, I do so in my name not through some agency which can claim credit/tax deductions","",2,49,1,1,4,4,2.57142857142857,2.72727272727273,1,2,0,0
125,NA,NA,NA,NA,7.736,116.282,116.292,22,3,1,3,2,1,4,7,7,NA,0,0,0,0,100,2,3,2,3,1,5,4,3,1,1,4,3,5,1,3,1,5,2,2,4,1,2,2,2,1989,"man","","white","",3,3,""," I'm Broke","",2,32,1,1,1,1,NA,1.81818181818182,3.6,2,0,0
126,NA,NA,NA,NA,4.809,5.418,116.969,2,3,1,6,3,3,3,5,5,2,10,0,0,0,90,1,2,1,3,2,1,1,3,1,2,4,4,1,1,2,2,3,2,3,1,1,4,4,3,1979,"woman","","white","",3,5,"i gave a bit to a one charity because i knew someone that had that condition.  the rest i kept for myself because i can barely afford to feed myself right now.","","",2,42,1,1,3,3,3.28571428571429,1.90909090909091,2,3.66666666666667,10,1
127,NA,NA,NA,NA,11.344,275.62,336.077,4,3,1,2,6,5,7,6,7,7,20,10,0,0,70,5,1,2,1,5,1,1,1,5,4,1,5,1,5,1,5,5,2,5,1,3,1,1,1,1986,"woman","","white","",4,11,"Giving makes me feel happy","","",2,35,1,1,2,1,4.28571428571429,4.45454545454545,1.1,1,30,1
128,0,0,231.467,0,NA,NA,NA,NA,2,2,2,2,1,5,4,3,6,0,25,0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1986,"man","","white","",2,2,"I thought it was expected to give at least a little of my bonus","","",1,35,1,1,4,5,3.57142857142857,1.09090909090909,1,1,25,1
129,0,0,105.834,0,NA,NA,NA,NA,2,2,4,2,1,6,5,5,5,10,25,10,25,30,3,3,3,1,3,1,1,1,3,3,1,2,1,2,2,2,3,2,3,2,2,2,2,3,1996,"woman","","white","",4,14,"Eh, why not? what's the difference that one dollar will do for me? nothing. might as well donate. ","","",1,25,1,1,3,3,3.42857142857143,2.63636363636364,1.5,2.33333333333333,70,1
130,1.443,104.418,107.087,17,NA,NA,NA,NA,2,2,2,2,2,6,3,2,6,0,100,0,0,0,3,1,4,1,3,1,1,1,4,4,1,3,1,4,1,3,3,1,3,1,4,3,3,3,1988,"man","","white","",4,12,"To help people in need during these dire times.","","",1,33,1,1,5,6,4.14285714285714,3.45454545454545,1,3,100,1
131,109.905,149.67,153.207,2,NA,NA,NA,NA,2,2,7,5,3,5,4,5,4,0,0,0,0,100,2,1,2,1,1,2,1,1,2,1,1,3,2,1,3,2,5,1,2,1,2,2,2,3,1996,"woman","","black","",4,12,"","I already donate to charities. I rather give my own true money rather than money through this study. ","",1,25,1,1,4,3,4.42857142857143,2.09090909090909,1.4,2.33333333333333,0,0
132,96.973,96.973,101.984,1,NA,NA,NA,NA,2,2,3,4,2,6,4,2,6,100,0,0,0,0,4,1,3,1,3,1,1,1,3,4,2,4,1,4,2,5,4,1,4,1,4,4,3,5,1984,"man","","white","",3,14,"because that amount would make more of a difference for the charity than it would for me","","",1,37,1,1,4,6,4.42857142857143,3.81818181818182,1.2,4,100,1
133,NA,NA,NA,NA,9.796,122.746,123.47,9,3,1,1,2,1,5,6,6,2,25,0,25,0,50,3,1,3,1,2,3,1,1,3,3,1,3,1,3,2,3,4,2,3,1,3,6,5,6,1971,"woman","","white","",3,7,"I give to my local charities only ","","",2,50,1,1,2,2,2.14285714285714,3,1.4,5.66666666666667,50,1
134,0.993,437.301,439.329,112,NA,NA,NA,NA,2,1,6,5,2,5,6,6,6,10,18,11,16,45,5,1,4,1,5,1,1,1,5,3,1,4,1,5,3,5,4,2,4,1,4,5,6,6,1983,"woman","","white","",4,9,"I felt like supporting in other to be part of there growth","","",1,38,1,0,2,2,4,4.36363636363636,1.3,5.66666666666667,55,1
135,105.383,108.516,167.417,3,NA,NA,NA,NA,2,1,1,2,2,5,6,6,2,26,26,18,30,0,4,1,4,1,4,1,1,1,5,4,1,4,1,5,1,4,5,1,4,1,5,2,2,2,1987,"man","","white","",5,10,"Opportunity","","",1,34,1,0,2,2,2.28571428571429,4.36363636363636,1,2,100,1
137,NA,NA,NA,NA,0,0,104.414,0,3,1,3,3,4,5,6,6,4,20,20,20,20,20,3,1,4,1,4,1,1,1,3,4,1,3,1,3,1,2,3,1,2,1,3,5,4,5,1987,"man","","white","",4,5,"I dont have a deep need for it right now","","",2,34,1,1,2,2,3.28571428571429,3.09090909090909,1,4.66666666666667,80,1
138,NA,NA,NA,NA,83.776,92.672,101.689,2,3,1,1,1,1,7,7,7,6,0,50,0,0,50,4,1,3,1,3,1,1,1,3,4,1,5,1,2,1,3,5,1,3,1,4,5,5,5,1953,"man","","white","",2,3,"share","","",2,68,1,1,1,1,2.57142857142857,3.54545454545455,1,5,50,1
139,3.227,3.227,139.031,1,NA,NA,NA,NA,2,3,5,4,4,7,3,4,6,0,20,0,0,80,4,4,2,3,2,1,5,1,3,2,3,4,1,3,5,4,5,5,2,5,3,1,2,1,1998,"man","","latinx","",3,2,"I feel bad for homeless people because many are mentally ill and unfairly blamed for their problems.","","",1,23,1,0,5,4,5,3.09090909090909,3.3,1.33333333333333,20,1
140,0,0,133.361,0,NA,NA,NA,NA,2,2,5,5,1,5,3,3,6,10,10,0,0,80,3,2,1,1,2,2,1,1,1,1,1,5,1,3,2,2,5,2,2,1,3,6,6,7,1983,"man","","white","",3,7,"I softly support the 2 ones I donated to","","Consider adding The Innocence Project as a donation option on future surveys.  That's the only one I strongly support.  There is no greater tragedy than being falsely convicted and trapped behind bars for years of abuse.",1,38,1,1,5,5,4.57142857142857,2.54545454545455,1.4,6.33333333333333,20,1
141,41.411,45.803,106.229,3,NA,NA,NA,NA,2,2,1,1,1,4,6,7,1,0,0,0,0,100,2,1,1,1,2,1,1,1,1,2,2,3,1,1,1,3,4,1,3,1,3,3,3,3,1980,"man","","asian","",4,6,"","I need the money just as much as those charities, and if i am going to donate there are others i'd rather donate to.","",1,41,1,1,2,1,1.57142857142857,2.27272727272727,1.1,3,0,0
142,NA,NA,NA,NA,93.24,93.672,114.166,2,3,1,2,2,2,6,5,4,3,0,0,0,0,100,2,2,3,1,2,1,2,1,2,2,2,4,1,2,2,3,4,2,2,1,2,1,1,1,1992,"man","","white","",4,7,"","I don't believe the nonprofit model works. I'll give it to my local homeless person.","",2,29,1,1,3,4,3.14285714285714,2.54545454545455,1.5,1,0,0
143,45.914,45.914,118.504,1,NA,NA,NA,NA,2,2,3,3,2,5,3,3,4,15,15,0,20,50,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,4,1,2,3,3,3,1997,"woman","","white","",4,8,"To help others in need","","",1,24,1,1,5,5,3.85714285714286,2.18181818181818,1,3,50,1
144,NA,NA,NA,NA,0,0,210.584,0,3,1,2,1,4,5,5,6,4,0,0,0,0,100,5,1,2,1,4,2,1,1,2,4,1,5,2,2,1,4,5,1,5,1,4,5,5,6,1991,"man","","white","",4,12,"","I wasn't familiar enough with the other charities, not sure exactly where the money would go. ","",2,30,1,1,3,2,3,3.81818181818182,1.2,5.33333333333333,0,0
145,NA,NA,NA,NA,0,0,140.097,0,3,1,2,2,1,5,6,6,2,30,10,10,0,50,3,2,2,1,2,2,2,3,2,1,4,2,1,2,2,3,2,3,1,2,2,1,1,1,1986,"woman","","white","",3,10,"It was free money","","",2,35,1,1,2,2,2.28571428571429,2,2.2,1,50,1
146,0,0,102.891,0,NA,NA,NA,NA,2,1,2,2,1,6,5,5,6,20,20,20,20,20,2,4,2,4,1,3,4,1,2,1,1,2,2,2,4,3,2,1,2,3,2,1,1,1,1996,"woman","","latinx","",4,8,"There are so many causes that deserve funding. If had extra money to give, I will give because those people deserve it more than I do.","","n/a",1,25,1,0,3,3,3.28571428571429,1.90909090909091,2.7,1,80,1
147,NA,NA,NA,NA,0,0,918.276,0,3,1,1,1,1,6,7,7,1,40,60,0,0,0,2,5,2,4,3,1,1,4,2,3,4,2,1,4,1,3,2,1,1,1,3,5,6,4,1980,"woman","","other","Middle Eastern",4,9,"it was not that much and the opportunity to give it was there.","","",2,41,1,1,1,1,1.71428571428571,2.45454545454545,2.3,5,100,1
148,1.858,75.959,101.47,18,NA,NA,NA,NA,2,2,3,4,5,5,4,5,4,50,0,0,50,0,3,1,2,1,2,1,1,1,3,2,2,2,1,2,3,2,2,2,2,1,3,5,5,5,1997,"woman","","white","",2,3,"To help others","","N/A",1,24,1,1,4,3,4,2.27272727272727,1.4,5,100,1
149,0,0,166.823,0,NA,NA,NA,NA,2,2,2,2,1,2,6,6,4,0,100,0,0,0,3,1,4,1,5,1,1,1,3,5,1,3,1,5,1,5,3,1,3,1,5,1,1,3,1969,"woman","","white","",4,4,"because I can and many need it more than me","","thanks!",1,52,1,1,2,2,2.14285714285714,4,1,1.66666666666667,100,1
150,0,0,169.972,0,NA,NA,NA,NA,2,2,3,2,2,5,4,4,5,5,10,5,10,70,3,1,1,1,1,2,1,1,1,2,1,4,2,1,1,2,4,1,3,1,3,2,1,2,1981,"woman","","white","",4,4,"I need the money so I kept most of it, but I did want to help out others a little.","","n/a",1,40,1,1,4,4,3.57142857142857,2.27272727272727,1.2,1.66666666666667,30,1
151,NA,NA,NA,NA,0,0,458.124,0,3,1,1,1,1,4,5,5,2,0,50,0,0,50,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,3,1,4,3,1,2,1,1,1,1991,"man","","white","",4,11,"Because homelessness seems like it sucks, especially now when you would want to quarantine","","",2,30,1,1,3,3,2.14285714285714,2,1.3,1,50,1
152,5.2,115.846,116.945,6,NA,NA,NA,NA,2,2,6,2,3,6,5,6,5,0,0,0,0,100,3,1,1,1,1,1,1,1,1,2,2,5,1,2,1,3,5,1,2,1,2,3,2,5,1987,"woman","","white","",5,11,"","because i earned it","",1,34,1,1,3,2,3.85714285714286,2.45454545454545,1.1,3.33333333333333,0,0
153,0,0,186.129,0,NA,NA,NA,NA,2,2,4,1,1,7,6,6,7,0,0,0,0,100,4,1,4,1,4,1,1,1,4,3,1,1,1,3,1,3,5,1,5,1,4,2,2,2,1947,"man","","white","",4,11,"","if I make any contributions they are always local, in my own community.  Plus you, the creators of the survey chose the list.  Why would I want to donate to your choices?","",1,74,1,1,2,2,3.42857142857143,3.63636363636364,1,2,0,0
154,2.989,96.249,108.493,3,NA,NA,NA,NA,2,1,6,2,3,7,4,5,5,0,0,0,0,100,3,1,2,1,1,2,1,1,2,3,1,2,1,1,1,2,3,1,2,1,2,2,2,2,1994,"man","","asian","",3,5,"","While charities are doing the world a better place, I'm kind of low on money myself. Sorry but thanks.","",1,27,1,0,4,3,4.28571428571429,2.09090909090909,1.1,2,0,0
155,0,0,105.275,0,NA,NA,NA,NA,2,2,5,3,2,6,5,6,4,10,15,15,40,20,4,1,2,1,2,1,1,1,2,2,1,4,1,2,1,4,3,3,2,1,3,1,1,3,1993,"woman","","asian","",5,7,"There are organizations that need support, especially at this time. I can afford to give some of my earnings to them.","","None. ",1,28,1,1,3,2,3.57142857142857,2.72727272727273,1.2,1.66666666666667,80,1
156,0,0,103.192,0,NA,NA,NA,NA,2,2,2,3,1,5,6,6,4,0,0,0,100,0,3,1,4,1,3,1,1,1,3,3,1,2,1,3,1,4,4,1,4,1,4,2,2,3,1992,"woman","","asian","",4,11,"I thought it was the right thing to do - help others in need.","","",1,29,1,1,2,2,2.71428571428571,3.36363636363636,1,2.33333333333333,100,1
157,0,0,164.077,0,NA,NA,NA,NA,2,2,5,5,2,6,3,2,7,0,0,0,0,100,3,1,1,2,1,2,1,1,2,1,2,3,2,1,1,1,3,1,1,1,2,3,2,6,1984,"woman","","white","",5,13,"","I don't think $1.00 will really make a difference to any of these charities.","",1,37,1,1,5,6,5.14285714285714,1.72727272727273,1.4,3.66666666666667,0,0
158,NA,NA,NA,NA,1.401,111.026,112.418,69,3,1,1,2,2,2,7,7,2,100,0,0,0,0,5,1,3,1,5,1,1,1,3,3,1,5,1,5,1,5,5,1,5,1,3,7,7,7,1965,"woman","","white","",3,3,"Because I believe in helping others when I can.","","",2,56,1,1,1,1,1.57142857142857,4.27272727272727,1,7,100,1
159,NA,NA,NA,NA,99.522,100.519,101.317,2,3,1,2,2,1,7,7,3,5,0,0,0,0,100,5,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,1,1,1,1988,"man","","white","",2,1,"","I'm poor. I need the money. ","",2,33,1,1,1,5,3.28571428571429,4.27272727272727,1,1,0,0
160,0,0,123.321,0,NA,NA,NA,NA,2,2,1,2,2,4,5,6,2,0,100,0,0,0,3,2,4,1,2,2,1,1,4,5,2,1,2,5,1,4,2,1,1,1,3,2,2,3,1986,"woman","","latinx","",2,6,"Due to COVID, homeless rates have shot up, especially in California. ","","None. ",1,35,1,1,3,2,2.28571428571429,3.09090909090909,1.4,2.33333333333333,100,1
161,NA,NA,NA,NA,79.403,102.247,103.005,7,3,1,3,5,5,4,6,5,5,0,0,0,0,100,3,2,3,1,2,1,1,1,2,3,2,2,1,3,1,3,3,1,2,2,3,4,4,4,1996,"man","","white","",3,4,"","Because I need the money ","",2,25,1,1,2,3,3.85714285714286,2.63636363636364,1.3,4,0,0
162,0,0,399.159,0,NA,NA,NA,NA,2,1,1,2,1,7,6,6,5,50,50,0,0,0,5,1,2,1,4,1,1,1,4,3,1,4,1,4,2,4,4,1,3,1,4,3,2,4,1970,"woman","","white","",3,11,"The charities need it more than I do.","","",1,51,1,0,2,2,2.85714285714286,3.72727272727273,1.1,3,100,1
163,NA,NA,NA,NA,3.041,137.603,139.422,73,3,1,2,2,5,6,5,6,2,0,0,0,0,100,4,3,3,1,3,2,1,1,4,2,3,4,2,4,2,5,4,2,4,1,3,5,4,4,NA,NA,"","white","",2,4,"","Selfish reasons. Wasn’t sure the study was honest about It.","",2,NA,1,1,3,2,3.14285714285714,3.63636363636364,1.8,4.33333333333333,0,0
